Unnamed: 0,question_text,question_tokens,answer
4114,when did singer start making electric sewing machines,"['when', 'did', 'singer', 'start', 'making', 'electric', 'sewing', 'machines']", 1889
4116,when did the san fernando valley try to secede from los angeles,"['when', 'did', 'the', 'san', 'fernando', 'valley', 'try', 'to', 'secede', 'from', 'los', 'angeles']", 2002
4117,what is the role of store manager in retail,"['what', 'is', 'the', 'role', 'of', 'store', 'manager', 'in', 'retail']", the person ultimately responsible for the day - to - day operations ( or management ) of a retail store
4118,where does the blood leaving the pulmonary artery go,"['where', 'does', 'the', 'blood', 'leaving', 'the', 'pulmonary', 'artery', 'go']", lungs
4121,who plays charlotte on bold and the beautiful,"['who', 'plays', 'charlotte', 'on', 'bold', 'and', 'the', 'beautiful']", Camelia Somers
4123,when was keep your lamps trimmed and burning written,"['when', 'was', 'keep', 'your', 'lamps', 'trimmed', 'and', 'burning', 'written']", 1928
4124,what reasons would you use a style guide when producing a text document,"['what', 'reasons', 'would', 'you', 'use', 'a', 'style', 'guide', 'when', 'producing', 'a', 'text', 'document']"," enforce the best practice in ethics ( such as authorship , research ethics , and disclosure ) , pedagogy ( such as exposition and clarity ) , and compliance ( technical and regulatory ) ."
4125,how many field hockey players on a team,"['how', 'many', 'field', 'hockey', 'players', 'on', 'a', 'team']", eleven
4126,who sings i'm gonna knock you out,"['who', 'sings', 'i', ""'m"", 'gon', 'na', 'knock', 'you', 'out']", LL Cool J.
4129,who is the current ceo of jaguar land rover,"['who', 'is', 'the', 'current', 'ceo', 'of', 'jaguar', 'land', 'rover']", Dr Ralf Speth
4134,who was the first woman to be elected to parliament in australia,"['who', 'was', 'the', 'first', 'woman', 'to', 'be', 'elected', 'to', 'parliament', 'in', 'australia']", Edith Cowan
4136,when was the last time philadelphia made it to the superbowl,"['when', 'was', 'the', 'last', 'time', 'philadelphia', 'made', 'it', 'to', 'the', 'superbowl']", 2017
4137,where does what remains of edith finch take place,"['where', 'does', 'what', 'remains', 'of', 'edith', 'finch', 'take', 'place']", the coast of Washington state
4138,when did america pass its first immigration law,"['when', 'did', 'america', 'pass', 'its', 'first', 'immigration', 'law']"," August 3 , 1882"
4140,who wrote the script for shape of water,"['who', 'wrote', 'the', 'script', 'for', 'shape', 'of', 'water']", Guillermo del Toro
4147,state in india has no panchayati raj institution,"['state', 'in', 'india', 'has', 'no', 'panchayati', 'raj', 'institution']", Nagaland
4150,where is the primary chemoreceptor for co2 located,"['where', 'is', 'the', 'primary', 'chemoreceptor', 'for', 'co2', 'located']", medulla oblongata
4154,who were the first pilgrims (in other words they were members of what group),"['who', 'were', 'the', 'first', 'pilgrims', '(', 'in', 'other', 'words', 'they', 'were', 'members', 'of', 'what', 'group', ')']"," Plymouth Colony was founded by a group of Puritan Separatists initially known as the Brownist Emigration , who came to be known as the Pilgrims"
4158,who sings wake me up when it's all over,"['who', 'sings', 'wake', 'me', 'up', 'when', 'it', ""'s"", 'all', 'over']", Aloe Blacc
4159,who wrote song when a man loves a woman,"['who', 'wrote', 'song', 'when', 'a', 'man', 'loves', 'a', 'woman']", Calvin Lewis and Andrew Wright
4161,what is the most current version of chrome for mac,"['what', 'is', 'the', 'most', 'current', 'version', 'of', 'chrome', 'for', 'mac']", 70.0
4164,who made the song i can't make you love me,"['who', 'made', 'the', 'song', 'i', 'ca', 'n', ""'t"", 'make', 'you', 'love', 'me']", Mike Reid
4165,what american state was once part of new france,"['what', 'american', 'state', 'was', 'once', 'part', 'of', 'new', 'france']", Louisiana
4175,where are ball joints located on a truck,"['where', 'are', 'ball', 'joints', 'located', 'on', 'a', 'truck']", between the wheels and the suspension of an automobile
4176,who wrote you don't know what it's like to love somebody,"['who', 'wrote', 'you', 'do', 'n', ""'t"", 'know', 'what', 'it', ""'s"", 'like', 'to', 'love', 'somebody']", Barry Gibb
4178,when was the game of thrones adapted for tv,"['when', 'was', 'the', 'game', 'of', 'thrones', 'adapted', 'for', 'tv']"," August 27 , 2017"
4180,when was the first us aircraft carrier built,"['when', 'was', 'the', 'first', 'us', 'aircraft', 'carrier', 'built']", 1920
4188,who wrote you can't judge a book by its cover,"['who', 'wrote', 'you', 'ca', 'n', ""'t"", 'judge', 'a', 'book', 'by', 'its', 'cover']", Willie Dixon
4190,what are the colors for the utah jazz,"['what', 'are', 'the', 'colors', 'for', 'the', 'utah', 'jazz']", Navy
4193,siachen highest military post is named after which paramvir chakra recipient,"['siachen', 'highest', 'military', 'post', 'is', 'named', 'after', 'which', 'paramvir', 'chakra', 'recipient']", Bana Singh
4195,how many chromosomes are in a human karyotype,"['how', 'many', 'chromosomes', 'are', 'in', 'a', 'human', 'karyotype']", 46
4196,who has kate in white collar season 1,"['who', 'has', 'kate', 'in', 'white', 'collar', 'season', '1']", Neal Caffrey
4198,first indian product to receive g i tag,"['first', 'indian', 'product', 'to', 'receive', 'g', 'i', 'tag']", Darjeeling tea
4199,when did pangaea split into laurasia and gondwana,"['when', 'did', 'pangaea', 'split', 'into', 'laurasia', 'and', 'gondwana']", Mid-Jurassic when the Central Atlantic opened
4200,where does the rhyme ring a ring of roses come from,"['where', 'does', 'the', 'rhyme', 'ring', 'a', 'ring', 'of', 'roses', 'come', 'from']", Europe
4202,why do they call nevada the battle born state,"['why', 'do', 'they', 'call', 'nevada', 'the', 'battle', 'born', 'state']", because it achieved statehood during the Civil War
4206,what are the dates of the nc state fair,"['what', 'are', 'the', 'dates', 'of', 'the', 'nc', 'state', 'fair']"," October 11 -- 21 , 2018"
4213,what is the ambassador to the united nations,"['what', 'is', 'the', 'ambassador', 'to', 'the', 'united', 'nations']"," the leader of the U.S. delegation , the U.S. Mission to the United Nations"
4216,where does maze runner scorch trials take place,"['where', 'does', 'maze', 'runner', 'scorch', 'trials', 'take', 'place']", a desolate landscape filled with dangerous obstacles
4217,blood is pumped from which part of the heart to the lungs,"['blood', 'is', 'pumped', 'from', 'which', 'part', 'of', 'the', 'heart', 'to', 'the', 'lungs']", right ventricle
4226,last partial eclipse of the sun in the usa,"['last', 'partial', 'eclipse', 'of', 'the', 'sun', 'in', 'the', 'usa']"," August 21 , 2017"
4230,when does lucifer season 3 episode 20 air,"['when', 'does', 'lucifer', 'season', '3', 'episode', '20', 'air']"," April 16 , 2018"
4234,when did the story of ruth take place,"['when', 'did', 'the', 'story', 'of', 'ruth', 'take', 'place']", Bethlehem
4235,who won the 2017 rugby league world cup,"['who', 'won', 'the', '2017', 'rugby', 'league', 'world', 'cup']", Australia
4236,who sang the original every rose has its thorn,"['who', 'sang', 'the', 'original', 'every', 'rose', 'has', 'its', 'thorn']", Poison
4237,degrees of freedom or d.f. is defined as,"['degrees', 'of', 'freedom', 'or', 'd.f', '.', 'is', 'defined', 'as']", the number of values in the final calculation of a statistic that are free to vary
4239,who was islands in the stream written for,"['who', 'was', 'islands', 'in', 'the', 'stream', 'written', 'for']", Marvin Gaye
4242,taxes on a gallon of gasoline in california,"['taxes', 'on', 'a', 'gallon', 'of', 'gasoline', 'in', 'california']", 41.70
4244,who plays the little boy in home alone,"['who', 'plays', 'the', 'little', 'boy', 'in', 'home', 'alone']", Macaulay Carson Culkin
4248,when was vitamin c discovered and by whom,"['when', 'was', 'vitamin', 'c', 'discovered', 'and', 'by', 'whom']", 1928 to 1932
4251,3. in modern society what do we mean when we refer to the division of labor,"['3', '.', 'in', 'modern', 'society', 'what', 'do', 'we', 'mean', 'when', 'we', 'refer', 'to', 'the', 'division', 'of', 'labor']", separation of tasks in any system so that participants may specialize
4256,what does it mean to franchise a player in the nfl,"['what', 'does', 'it', 'mean', 'to', 'franchise', 'a', 'player', 'in', 'the', 'nfl']", binds the player to the team for one year if certain conditions are met
4257,where was legends of the fall movie filmed,"['where', 'was', 'legends', 'of', 'the', 'fall', 'movie', 'filmed']"," Alberta and British Columbia , Canada"
4258,who is playing in the national league championship,"['who', 'is', 'playing', 'in', 'the', 'national', 'league', 'championship']", Los Angeles Dodgers
4259,how do you say prince edward island in french,"['how', 'do', 'you', 'say', 'prince', 'edward', 'island', 'in', 'french']", Île - du - Prince - Édouard
4263,what are the rules for when easter is,"['what', 'are', 'the', 'rules', 'for', 'when', 'easter', 'is']", the first Sunday after the ecclesiastical full moon
4264,kanye west short film we were once fairytale,"['kanye', 'west', 'short', 'film', 'we', 'were', 'once', 'fairytale']", is a 2009 short film directed by Spike Jonze
4265,when did the houston rockets win the nba championship,"['when', 'did', 'the', 'houston', 'rockets', 'win', 'the', 'nba', 'championship']", 1994
4267,who won the first season of total drama island,"['who', 'won', 'the', 'first', 'season', 'of', 'total', 'drama', 'island']", Owen
4271,who won the ramon magsaysay award this year from india,"['who', 'won', 'the', 'ramon', 'magsaysay', 'award', 'this', 'year', 'from', 'india']", Sonam Wangchuk
4273,which episode of friends do chandler and monica get together,"['which', 'episode', 'of', 'friends', 'do', 'chandler', 'and', 'monica', 'get', 'together']", The One with Ross 's Wedding
4275,who directed the film bend it like beckham,"['who', 'directed', 'the', 'film', 'bend', 'it', 'like', 'beckham']", Gurinder Chadha
4278,who wrote the preface to the english translation of gitanjali,"['who', 'wrote', 'the', 'preface', 'to', 'the', 'english', 'translation', 'of', 'gitanjali']", William Butler Yeats
4283,who created the don't tread on me flag,"['who', 'created', 'the', 'do', 'n', ""'t"", 'tread', 'on', 'me', 'flag']", Christopher Gadsden
4285,the movie catch me if you can is based on who,"['the', 'movie', 'catch', 'me', 'if', 'you', 'can', 'is', 'based', 'on', 'who']", Frank Abagnale
4294,who played the role of shahid khan in gangs of wasseypur,"['who', 'played', 'the', 'role', 'of', 'shahid', 'khan', 'in', 'gangs', 'of', 'wasseypur']", Jaideep Ahlawat
4295,when did peter pan win the melbourne cup,"['when', 'did', 'peter', 'pan', 'win', 'the', 'melbourne', 'cup']", 1932
4300,where do the oakland raiders play their home games,"['where', 'do', 'the', 'oakland', 'raiders', 'play', 'their', 'home', 'games']", Oakland -- Alameda County Coliseum
4301,who is working for a in pretty little liars,"['who', 'is', 'working', 'for', 'a', 'in', 'pretty', 'little', 'liars']", Melissa
4304,who is nyu langone medical center named for,"['who', 'is', 'nyu', 'langone', 'medical', 'center', 'named', 'for']", Kenneth Langone
4312,who won the first academy award for best picture,"['who', 'won', 'the', 'first', 'academy', 'award', 'for', 'best', 'picture']", Wings
4318,when does the new bring it come on,"['when', 'does', 'the', 'new', 'bring', 'it', 'come', 'on']"," January 13 , 2017"
4322,who served as the general of confederate forces during the civil war,"['who', 'served', 'as', 'the', 'general', 'of', 'confederate', 'forces', 'during', 'the', 'civil', 'war']", Robert E. Lee
4329,who wrote make you feel my love sung by adele,"['who', 'wrote', 'make', 'you', 'feel', 'my', 'love', 'sung', 'by', 'adele']", Bob Dylan
4331,who won the battle of philippi civil war,"['who', 'won', 'the', 'battle', 'of', 'philippi', 'civil', 'war']", Union
4332,most turnovers in a nfl game by one team,"['most', 'turnovers', 'in', 'a', 'nfl', 'game', 'by', 'one', 'team']", 12
4337,who passed the pure food and drug act,"['who', 'passed', 'the', 'pure', 'food', 'and', 'drug', 'act']", President Theodore Roosevelt
4340,functional magnetic resonance imaging (fmri) is a technique that,"['functional', 'magnetic', 'resonance', 'imaging', '(', 'fmri', ')', 'is', 'a', 'technique', 'that']", measures brain activity by detecting changes associated with blood flow
4341,powder actuated tools are similar in operation to which other device,"['powder', 'actuated', 'tools', 'are', 'similar', 'in', 'operation', 'to', 'which', 'other', 'device']", firearm
4342,who studied extensively the human side of enterprise,"['who', 'studied', 'extensively', 'the', 'human', 'side', 'of', 'enterprise']", Douglas Murray McGregor
4348,a situation in which a market left on its own fails to allocate resources efficiently is known as,"['a', 'situation', 'in', 'which', 'a', 'market', 'left', 'on', 'its', 'own', 'fails', 'to', 'allocate', 'resources', 'efficiently', 'is', 'known', 'as']", market failure
4351,who plays the hitman in the hitman's bodyguard,"['who', 'plays', 'the', 'hitman', 'in', 'the', 'hitman', ""'s"", 'bodyguard']", Samuel L. Jackson
4352,how did the yo yo get its name,"['how', 'did', 'the', 'yo', 'yo', 'get', 'its', 'name']", from the northern Philippine Ilocano language word `` yóyo ''
4353,who sang long legged woman dressed in black,"['who', 'sang', 'long', 'legged', 'woman', 'dressed', 'in', 'black']", Mungo Jerry
4355,how many goals did shevchenko scored for chelsea,"['how', 'many', 'goals', 'did', 'shevchenko', 'scored', 'for', 'chelsea']", 9
4360,do zebras have white stripes or black stripes,"['do', 'zebras', 'have', 'white', 'stripes', 'or', 'black', 'stripes']", white stripes
