question_text,question_tokens,predicted_parametric_answers,answer,Unnamed: 0
who was the longest prisoner held captive in vietnam,"['who', 'was', 'the', 'longest', 'prisoner', 'held', 'captive', 'in', 'vietnam']",floyd james jim thompson, Floyd James `` Jim '' Thompson,4990
who was the man responsible for bringing new textile machines to the united states,"['who', 'was', 'the', 'man', 'responsible', 'for', 'bringing', 'new', 'textile', 'machines', 'to', 'the', 'united', 'states']",samuel slater, Samuel Slater,258
who was the original actor in walking tall,"['who', 'was', 'the', 'original', 'actor', 'in', 'walking', 'tall']",joe don baker, Joe Don Baker,742
who was the original hosts of american idol,"['who', 'was', 'the', 'original', 'hosts', 'of', 'american', 'idol']",brian dunkleman, Brian Dunkleman,3180
who was the original singer of gentle on my mind,"['who', 'was', 'the', 'original', 'singer', 'of', 'gentle', 'on', 'my', 'mind']",glen campbell, John Hartford,6127
who was the original singer of have i told you lately that i love you,"['who', 'was', 'the', 'original', 'singer', 'of', 'have', 'i', 'told', 'you', 'lately', 'that', 'i', 'love', 'you']",van morrison, Northern Irish singer - songwriter Van Morrison,4035
who was the original singer of personal jesus,"['who', 'was', 'the', 'original', 'singer', 'of', 'personal', 'jesus']",depeche mode, Depeche Mode,784
who was the president during cuban missle crisis,"['who', 'was', 'the', 'president', 'during', 'cuban', 'missle', 'crisis']",john f kennedy, John F. Kennedy,5838
who was the president of lahore session of congress,"['who', 'was', 'the', 'president', 'of', 'lahore', 'session', 'of', 'congress']",womesh chunder bonnerjee, Jawaharlal Nehru,3572
who was the roman emperor who invaded britain,"['who', 'was', 'the', 'roman', 'emperor', 'who', 'invaded', 'britain']",emperor claudius, Emperor Claudius,1701
who was the second person to walk on the moon,"['who', 'was', 'the', 'second', 'person', 'to', 'walk', 'on', 'the', 'moon']",buzz aldrin, Buzz Aldrin,4430
who was the slave who sued for his freedom in the supreme court,"['who', 'was', 'the', 'slave', 'who', 'sued', 'for', 'his', 'freedom', 'in', 'the', 'supreme', 'court']",dred scott, Dred Scott,5716
who was the social psychology professor at yale who designed,"['who', 'was', 'the', 'social', 'psychology', 'professor', 'at', 'yale', 'who', 'designed']",milgram, small - world experiment,6011
who was the third president of south africa,"['who', 'was', 'the', 'third', 'president', 'of', 'south', 'africa']",nelson mandela, Kgalema Motlanthe,1221
who was the winner for american got talent,"['who', 'was', 'the', 'winner', 'for', 'american', 'got', 'talent']",bianca ryan, Darci Lynne Farmer,1982
who were judges on the voice last season,"['who', 'were', 'judges', 'on', 'the', 'voice', 'last', 'season']",adam levine, Adam Levine,667
who were the pro football players in little giants,"['who', 'were', 'the', 'pro', 'football', 'players', 'in', 'little', 'giants']",john madden, John Madden,726
who were the two female governors of texas,"['who', 'were', 'the', 'two', 'female', 'governors', 'of', 'texas']",miriam a ma ferguson, Miriam A. `` Ma '' Ferguson,2408
who were the two spies sent to jericho,"['who', 'were', 'the', 'two', 'spies', 'sent', 'to', 'jericho']",joshua and caleb, Joshua,3713
who will aid and advice the president of india,"['who', 'will', 'aid', 'and', 'advice', 'the', 'president', 'of', 'india']",council of ministers, Council of Ministers,1506
who will be president if vice president dies,"['who', 'will', 'be', 'president', 'if', 'vice', 'president', 'dies']",speaker of the house of representatives, Speaker of the House of Representatives,1286
who wins at the end of friday night lights,"['who', 'wins', 'at', 'the', 'end', 'of', 'friday', 'night', 'lights']",permian, Dallas Carter High School,2712
who wins sugar ray leonard or floyd mayweather,"['who', 'wins', 'sugar', 'ray', 'leonard', 'or', 'floyd', 'mayweather']",floyd mayweather, Leonard,5669
who wins the all star game more often,"['who', 'wins', 'the', 'all', 'star', 'game', 'more', 'often']",al, American League,4670
who won between oscar de la hoya and floyd mayweather,"['who', 'won', 'between', 'oscar', 'de', 'la', 'hoya', 'and', 'floyd', 'mayweather']",split decision over de la hoya in rounds capturing the world boxing council wbc light middleweight title, Mayweather,3839
who won i am a celebrity get me out of here australia,"['who', 'won', 'i', 'am', 'a', 'celebrity', 'get', 'me', 'out', 'of', 'here', 'australia']",fiona o loughlin, Fiona O'Loughlin,448
who won in the new jersey vs tlo case,"['who', 'won', 'in', 'the', 'new', 'jersey', 'vs', 'tlo', 'case']",piscataway township schools, New Jersey,3725
who won in the third battle of panipat,"['who', 'won', 'in', 'the', 'third', 'battle', 'of', 'panipat']",hafiz rahmat khan, Afghan victory,1877
who won in the war of porus and alexander,"['who', 'won', 'in', 'the', 'war', 'of', 'porus', 'and', 'alexander']",punjab region whose territory spanned the region between the hydaspes river of jhelum and acesines chenab river in the punjab region of the indian subcontinent he is credited to have been a legendary warrior with exceptional skills porus fought against alexander the great, Alexander,4993
who won nobel prizes in both physics and chemistry,"['who', 'won', 'nobel', 'prizes', 'in', 'both', 'physics', 'and', 'chemistry']",germans richard kuhn and adolf butenandt were not allowed by their government to accept the prize they would later receive a medal and diploma but not the money frederick sanger, Maria Skłodowska - Curie,5603
who won season one of food network star,"['who', 'won', 'season', 'one', 'of', 'food', 'network', 'star']",dan smith, Dan Smith,4745
who won so you think you can dance jr,"['who', 'won', 'so', 'you', 'think', 'you', 'can', 'dance', 'jr']",nigel lythgoe paula abdul jason derulo maddie ziegler td tr tr th host s th td cat deeley td tr tr th broadcaster th td fox td tr tr th colspan winner th tr tr td colspan leon kida burns, Leon `` Kida '' Burns,4910
who won the battle of cold harbor in the civil war,"['who', 'won', 'the', 'battle', 'of', 'cold', 'harbor', 'in', 'the', 'civil', 'war']",confederate gen robert e lee s army, Confederate Gen. Robert E. Lee 's army,4602
who won the big ten conference in basketball,"['who', 'won', 'the', 'big', 'ten', 'conference', 'in', 'basketball']",michigan, Michigan,4195
who won the civil war yankees or confederates,"['who', 'won', 'the', 'civil', 'war', 'yankees', 'or', 'confederates']",general robert e lee, The Union,4499
who won the fifa world cup the most times,"['who', 'won', 'the', 'fifa', 'world', 'cup', 'the', 'most', 'times']",brazil, Brazil,1133
who won the fight between canelo and mayweather,"['who', 'won', 'the', 'fight', 'between', 'canelo', 'and', 'mayweather']",c j ross, Mayweather,2402
who won the first season of big brother,"['who', 'won', 'the', 'first', 'season', 'of', 'big', 'brother']",eddie mcgee, Eddie McGee,3577
who won the first season of the voice,"['who', 'won', 'the', 'first', 'season', 'of', 'the', 'voice']",javier colon, Javier Colon,3075
who won the high school football national championship,"['who', 'won', 'the', 'high', 'school', 'football', 'national', 'championship']",robert zuppke, Bishop Gorman,798
who won the last college football national championship,"['who', 'won', 'the', 'last', 'college', 'football', 'national', 'championship']",, Alabama,6004
who won the most games between the packers and the bears,"['who', 'won', 'the', 'most', 'games', 'between', 'the', 'packers', 'and', 'the', 'bears']",chicago bears and the green bay packers, Packers,5843
who won the most oscars of all time,"['who', 'won', 'the', 'most', 'oscars', 'of', 'all', 'time']",john ford, Walt Disney,1002
who won the most recent season of face off,"['who', 'won', 'the', 'most', 'recent', 'season', 'of', 'face', 'off']",conor mccullagh, Andrew Freeman,2185
who won the nba basketball championship this year,"['who', 'won', 'the', 'nba', 'basketball', 'championship', 'this', 'year']",minneapolis lakers, Golden State Warriors,5550
who won the republican nomination for governor in idaho,"['who', 'won', 'the', 'republican', 'nomination', 'for', 'governor', 'in', 'idaho']",brad little td td paulette jordan td td td tr tr th party th td republican td td democratic td tr table td tr tr td colspan table tr td incumbent governor p butch otter, Brad Little,229
who won the sec championship game this year,"['who', 'won', 'the', 'sec', 'championship', 'game', 'this', 'year']",georgia bulldogs, Georgia Bulldogs,1797
who wrote all i want for chrismas is you,"['who', 'wrote', 'all', 'i', 'want', 'for', 'chrismas', 'is', 'you']",mariah carey, Mariah Carey,5956
who wrote an article on war finance titled how to pay for the war,"['who', 'wrote', 'an', 'article', 'on', 'war', 'finance', 'titled', 'how', 'to', 'pay', 'for', 'the', 'war']",john maynard keynes, John Maynard Keynes,291
who wrote between the devil and the deep blue sea,"['who', 'wrote', 'between', 'the', 'devil', 'and', 'the', 'deep', 'blue', 'sea']",harold arlen, music by Harold Arlen,1146
who wrote call out my name the weeknd,"['who', 'wrote', 'call', 'out', 'my', 'name', 'the', 'weeknd']",frank dukes and nicolas jaar, The Weeknd,1846
who wrote crazy little thing called love original artist,"['who', 'wrote', 'crazy', 'little', 'thing', 'called', 'love', 'original', 'artist']",freddie mercury, Freddie Mercury,356
who wrote have yourself a merry little christmas lyrics,"['who', 'wrote', 'have', 'yourself', 'a', 'merry', 'little', 'christmas', 'lyrics']",hugh martin, Hugh Martin and Ralph Blane,1818
who wrote i have friends in low places,"['who', 'wrote', 'i', 'have', 'friends', 'in', 'low', 'places']",dewayne blackwell, Dewayne Blackwell,4231
who wrote i wish it would rain by the temptations,"['who', 'wrote', 'i', 'wish', 'it', 'would', 'rain', 'by', 'the', 'temptations']",, Norman Whitfield,5363
who wrote na na na na hey hey hey goodbye lyrics,"['who', 'wrote', 'na', 'na', 'na', 'na', 'hey', 'hey', 'hey', 'goodbye', 'lyrics']",, Paul Leka,3904
who wrote see you again by miley cyrus,"['who', 'wrote', 'see', 'you', 'again', 'by', 'miley', 'cyrus']",destiny hope cyrus, Miley Cyrus,384
who wrote the ballad of the green beret,"['who', 'wrote', 'the', 'ballad', 'of', 'the', 'green', 'beret']",robin moore staff sgt barry sadler, Robin Moore,5599
who wrote the book how stella got her groove back,"['who', 'wrote', 'the', 'book', 'how', 'stella', 'got', 'her', 'groove', 'back']",terry mcmillan, Terry McMillan,5621
who wrote the book playing it my way,"['who', 'wrote', 'the', 'book', 'playing', 'it', 'my', 'way']",sachin tendulkar, Sachin Tendulkar,5971
who wrote the book two treatises of government,"['who', 'wrote', 'the', 'book', 'two', 'treatises', 'of', 'government']",john locke, John Locke,4764
who wrote the christmas carol do you hear what i hear,"['who', 'wrote', 'the', 'christmas', 'carol', 'do', 'you', 'hear', 'what', 'i', 'hear']",no l regney, Noël Regney,261
who wrote the gospel song celebrate me home,"['who', 'wrote', 'the', 'gospel', 'song', 'celebrate', 'me', 'home']",bob james and kenny loggins, Bob James and Kenny Loggins,4597
who wrote the i am number four series,"['who', 'wrote', 'the', 'i', 'am', 'number', 'four', 'series']",pittacus lore, Pittacus Lore ( the pseudonym of James Frey and Jobie Hughes ),3554
who wrote the jingle nationwide is on your side,"['who', 'wrote', 'the', 'jingle', 'nationwide', 'is', 'on', 'your', 'side']",steve karmen, Steve Karmen,4937
who wrote the last verse of amazing grace,"['who', 'wrote', 'the', 'last', 'verse', 'of', 'amazing', 'grace']",harriet beecher stowe, Harriet Beecher Stowe,2047
who wrote the lyrics for guns n roses,"['who', 'wrote', 'the', 'lyrics', 'for', 'guns', 'n', 'roses']",west arkeen, full band,4702
who wrote the lyrics to bridge over troubled water,"['who', 'wrote', 'the', 'lyrics', 'to', 'bridge', 'over', 'troubled', 'water']",paul simon, Paul Simon,368
who wrote the lyrics to in the ghetto,"['who', 'wrote', 'the', 'lyrics', 'to', 'in', 'the', 'ghetto']",mac davis, Mac Davis,3775
who wrote the magic school bus theme song,"['who', 'wrote', 'the', 'magic', 'school', 'bus', 'theme', 'song']",peter lurye, Peter Lurye,3239
who wrote the music for shrek the musical,"['who', 'wrote', 'the', 'music', 'for', 'shrek', 'the', 'musical']",jeanine tesori, Jeanine Tesori,3865
who wrote the music for zorba the greek,"['who', 'wrote', 'the', 'music', 'for', 'zorba', 'the', 'greek']",mikistheodorakis, MikisTheodorakis,1995
who wrote the music to fiddler on the roof,"['who', 'wrote', 'the', 'music', 'to', 'fiddler', 'on', 'the', 'roof']",jerry bock, Jerry Bock,2355
who wrote the new testament book of hebrews,"['who', 'wrote', 'the', 'new', 'testament', 'book', 'of', 'hebrews']",paul the apostle," The text is traditionally attributed to Paul the Apostle , but doubt on Pauline authorship is reported by Eusebius , and modern biblical scholarship considers its authorship unknown , perhaps written in deliberate imitation of the style of Paul .",4553
who wrote the original bad to the bone,"['who', 'wrote', 'the', 'original', 'bad', 'to', 'the', 'bone']",george thorogood, George Thorogood,2378
who wrote the power of love celine dion,"['who', 'wrote', 'the', 'power', 'of', 'love', 'celine', 'dion']",jennifer rush, Gunther Mende,4650
who wrote the score for my fair lady,"['who', 'wrote', 'the', 'score', 'for', 'my', 'fair', 'lady']",frederick loewe, book and lyrics by Alan Jay Lerner and music by Frederick Loewe,5672
who wrote the slogan go to work on an egg,"['who', 'wrote', 'the', 'slogan', 'go', 'to', 'work', 'on', 'an', 'egg']",fay weldon, United Kingdom 's Egg Marketing Board,3062
who wrote the song all i need is the air that i breathe,"['who', 'wrote', 'the', 'song', 'all', 'i', 'need', 'is', 'the', 'air', 'that', 'i', 'breathe']",albert hammond, Albert Hammond,1786
who wrote the song dance the night away,"['who', 'wrote', 'the', 'song', 'dance', 'the', 'night', 'away']",van halen," Eddie Van Halen , Alex Van Halen , Michael Anthony , David Lee Roth",4903
who wrote the song do you love me,"['who', 'wrote', 'the', 'song', 'do', 'you', 'love', 'me']",the contours," Berry Gordy , Jr.",204
who wrote the song heartbreaker sung by dionne warwick,"['who', 'wrote', 'the', 'song', 'heartbreaker', 'sung', 'by', 'dionne', 'warwick']",bee gees barry robin," Barry , Robin and Maurice Gibb",3434
who wrote the song help me make it thru the night,"['who', 'wrote', 'the', 'song', 'help', 'me', 'make', 'it', 'thru', 'the', 'night']",kris kristofferson, Kris Kristofferson,4521
who wrote the song here i am lord,"['who', 'wrote', 'the', 'song', 'here', 'i', 'am', 'lord']",dan schutte, Dan Schutte,2013
